OID_,POINTID,GRID_CODE
6393,6393,37
7399,7399,37
6308,6308,36
6478,6478,36
4995,4995,36
3784,3784,36
2484,2484,36
4841,4841,36
6210,6210,36
5500,5500,36
6951,6951,36
6954,6954,36
7030,7030,36
7039,7039,36
7121,7121,36
7131,7131,36
7139,7139,36
7212,7212,36
7219,7219,36
7220,7220,36
7221,7221,36
7227,7227,36
7230,7230,36
7297,7297,36
7304,7304,36
7308,7308,36
7316,7316,36
7390,7390,36
7393,7393,36
7469,7469,36
7475,7475,36
7614,7614,36
7615,7615,36
7672,7672,36
6211,6211,36
4575,4575,36
2125,2125,36
1067,1067,36
1207,1207,36
6392,6392,36
4410,4410,36
3125,3125,36
6062,6062,36
6273,6273,36
3008,3008,36
5977,5977,36
5668,5668,36
6867,6867,36
6093,6093,36
6717,6717,36
5861,5861,36
2593,2593,36
1068,1068,36
819,819,36
884,884,36
5743,5743,36
5491,5491,36
3963,3963,36
3964,3964,36
3965,3965,36
3966,3966,36
4095,4095,36
4096,4096,36
4097,4097,36
4227,4227,36
4228,4228,36
4360,4360,36
4493,4493,36
4624,4624,36
4755,4755,36
4933,4933,36
32,32,36
33,33,36
34,34,36
35,35,36
57,57,36
58,58,36
59,59,36
60,60,36
82,82,36
83,83,36
84,84,36
85,85,36
86,86,36
87,87,36
88,88,36
89,89,36
112,112,36
113,113,36
114,114,36
115,115,36
116,116,36
117,117,36
118,118,36
119,119,36
120,120,36
144,144,36
145,145,36
146,146,36
147,147,36
148,148,36
149,149,36
150,150,36
151,151,36
152,152,36
153,153,36
176,176,36
177,177,36
178,178,36
179,179,36
180,180,36
181,181,36
182,182,36
183,183,36
184,184,36
185,185,36
209,209,36
210,210,36
211,211,36
212,212,36
213,213,36
214,214,36
215,215,36
216,216,36
217,217,36
218,218,36
219,219,36
243,243,36
244,244,36
245,245,36
246,246,36
247,247,36
248,248,36
249,249,36
250,250,36
251,251,36
252,252,36
253,253,36
254,254,36
279,279,36
280,280,36
281,281,36
282,282,36
283,283,36
284,284,36
285,285,36
286,286,36
287,287,36
288,288,36
289,289,36
290,290,36
291,291,36
316,316,36
317,317,36
318,318,36
319,319,36
320,320,36
321,321,36
322,322,36
323,323,36
324,324,36
325,325,36
326,326,36
327,327,36
367,367,36
368,368,36
369,369,36
370,370,36
371,371,36
372,372,36
373,373,36
374,374,36
375,375,36
376,376,36
377,377,36
378,378,36
401,401,36
427,427,36
428,428,36
429,429,36
430,430,36
431,431,36
432,432,36
433,433,36
434,434,36
435,435,36
436,436,36
437,437,36
438,438,36
564,564,36
632,632,36
700,700,36
767,767,36
834,834,36
900,900,36
966,966,36
1007,1007,36
1073,1073,36
1074,1074,36
1100,1100,36
1113,1113,36
1114,1114,36
1115,1115,36
1116,1116,36
1117,1117,36
1141,1141,36
1142,1142,36
1143,1143,36
1144,1144,36
1171,1171,36
1172,1172,36
1173,1173,36
1184,1184,36
1185,1185,36
1186,1186,36
1187,1187,36
1188,1188,36
1189,1189,36
1190,1190,36
1191,1191,36
1214,1214,36
1215,1215,36
1216,1216,36
1217,1217,36
1245,1245,36
1246,1246,36
1247,1247,36
1256,1256,36
1257,1257,36
1260,1260,36
1261,1261,36
1262,1262,36
1263,1263,36
1264,1264,36
1265,1265,36
1288,1288,36
1289,1289,36
1290,1290,36
1291,1291,36
1293,1293,36
1316,1316,36
1323,1323,36
1324,1324,36
1327,1327,36
1338,1338,36
1339,1339,36
1340,1340,36
1341,1341,36
1342,1342,36
1343,1343,36
1344,1344,36
1367,1367,36
1394,1394,36
1395,1395,36
1396,1396,36
1405,1405,36
1406,1406,36
1420,1420,36
1421,1421,36
1422,1422,36
1423,1423,36
1424,1424,36
1425,1425,36
1426,1426,36
1476,1476,36
1477,1477,36
1478,1478,36
1479,1479,36
1480,1480,36
1506,1506,36
1513,1513,36
1561,1561,36
1562,1562,36
1563,1563,36
1564,1564,36
1565,1565,36
1566,1566,36
1567,1567,36
1568,1568,36
1569,1569,36
1570,1570,36
1571,1571,36
1572,1572,36
1573,1573,36
1574,1574,36
1579,1579,36
1620,1620,36
1656,1656,36
1657,1657,36
