OID_,pointid,grid_code
1962,1962,45
2685,2685,45
4234,4234,45
2899,2899,45
3032,3032,45
3037,3037,45
3136,3136,45
3167,3167,45
3171,3171,45
3297,3297,45
3298,3298,45
3299,3299,45
3300,3300,45
3305,3305,45
3439,3439,45
3703,3703,45
3837,3837,45
3839,3839,45
3971,3971,45
3974,3974,45
4106,4106,45
4107,4107,45
4237,4237,45
4241,4241,45
4500,4500,45
4501,4501,45
4505,4505,45
4633,4633,45
4637,4637,45
4765,4765,45
4897,4897,45
4899,4899,45
5007,5007,45
5009,5009,45
5021,5021,45
5022,5022,45
5135,5135,45
5145,5145,45
5146,5146,45
5260,5260,45
5271,5271,45
5765,5765,45
5766,5766,45
5767,5767,45
5880,5880,45
5997,5997,45
5998,5998,45
6115,6115,45
4102,4102,45
4749,4749,45
5651,5651,45
5770,5770,45
3561,3561,45
4627,4627,45
5466,5466,45
2071,2071,45
2566,2566,45
6237,6237,45
1142,1142,45
1217,1217,45
4805,4805,45
1294,1294,44
2093,2093,44
279,279,44
316,316,44
370,370,44
1862,1862,44
2200,2200,44
2687,2687,44
7655,7655,44
2836,2836,44
5743,5743,44
3083,3083,44
7127,7127,44
317,317,44
1243,1243,44
1323,1323,44
1407,1407,44
1408,1408,44
1861,1861,44
2076,2076,44
2684,2684,44
3887,3887,44
6023,6023,44
4758,4758,44
5503,5503,44
5467,5467,44
1215,1215,44
1216,1216,44
1293,1293,44
243,243,44
432,432,44
1322,1322,44
1328,1328,44
1406,1406,44
1493,1493,44
1763,1763,44
1863,1863,44
2070,2070,44
2688,2688,44
2811,2811,44
7439,7439,44
7794,7794,44
7795,7795,44
7833,7833,44
7834,7834,44
7835,7835,44
7873,7873,44
7874,7874,44
3642,3642,44
5256,5256,44
7050,7050,44
3777,3777,44
5588,5588,44
5082,5082,44
3373,3373,44
3104,3104,44
280,280,44
318,318,44
1409,1409,44
1492,1492,44
1494,1494,44
1581,1581,44
1765,1765,44
2439,2439,44
2810,2810,44
2813,2813,44
530,530,44
598,598,44
6236,6236,44
1405,1405,44
1491,1491,44
1580,1580,44
1582,1582,44
1667,1667,44
1668,1668,44
1963,1963,44
2072,2072,44
2567,2567,44
2683,2683,44
2814,2814,44
4039,4039,44
4100,4100,43
4962,4962,43
3484,3484,43
3618,3618,43
6144,6144,43
5306,5306,43
6139,6139,43
7512,7512,43
7513,7513,43
7514,7514,43
7700,7700,43
7748,7748,43
7832,7832,43
7872,7872,43
7912,7912,43
7913,7913,43
7951,7951,43
7952,7952,43
112,112,43
144,144,43
209,209,43
244,244,43
371,371,43
1321,1321,43
1410,1410,43
1583,1583,43
1669,1669,43
1766,1766,43
1860,1860,43
2317,2317,43
2689,2689,43
2944,2944,43
2945,2945,43
2946,2946,43
3782,3782,43
4172,4172,43
7444,7444,43
1141,1141,43
1214,1214,43
1291,1291,43
5554,5554,43
3752,3752,43
5673,5673,43
433,433,43
1404,1404,43
1411,1411,43
1490,1490,43
1495,1495,43
1579,1579,43
1666,1666,43
1764,1764,43
1864,1864,43
2690,2690,43
2809,2809,43
2815,2815,43
2949,2949,43
3079,3079,43
3508,3508,43
565,565,43
462,462,43
3216,3216,43
176,176,43
210,210,43
281,281,43
319,319,43
1670,1670,43
1958,1958,43
2943,2943,43
2948,2948,43
3078,3078,43
3080,3080,43
3916,3916,43
4305,4305,43
2931,2931,43
7283,7283,43
1858,1858,43
3215,3215,43
3350,3350,43
6026,6026,43
6235,6235,43
7511,7511,43
7515,7515,43
7581,7581,43
7582,7582,43
7583,7583,43
7584,7584,43
7649,7649,43
7650,7650,43
7653,7653,43
7697,7697,43
7698,7698,43
7699,7699,43
7701,7701,43
7746,7746,43
7747,7747,43
7792,7792,43
7793,7793,43
7830,7830,43
7831,7831,43
7871,7871,43
1981,1981,43
3886,3886,43
372,372,43
1320,1320,43
1412,1412,43
1489,1489,43
1496,1496,43
1584,1584,43
1665,1665,43
1762,1762,43
2069,2069,43
2077,2077,43
2192,2192,43
2193,2193,43
2201,2201,43
2202,2202,43
2321,2321,43
2560,2560,43
2682,2682,43
2808,2808,43
2942,2942,43
3077,3077,43
3081,3081,43
3082,3082,43
2422,2422,43
1289,1289,43
1290,1290,43
1371,1371,43
5084,5084,43
600,600,43
3347,3347,43
3348,3348,43
3349,3349,43
3483,3483,43
2304,2304,42
2306,2306,42
4021,4021,42
5050,5050,42
3693,3693,42
7107,7107,42
666,666,42
113,113,42
1403,1403,42
1578,1578,42
3076,3076,42
3211,3211,42
3212,3212,42
3213,3213,42
3513,3513,42
2428,2428,42
4026,4026,42
3617,3617,42
5705,5705,42
5672,5672,42
252,252,42
5308,5308,42
114,114,42
145,145,42
177,177,42
245,245,42
434,434,42
1497,1497,42
1585,1585,42
1671,1671,42
1767,1767,42
1865,1865,42
1964,1964,42
2194,2194,42
2681,2681,42
2807,2807,42
2941,2941,42
3075,3075,42
3210,3210,42
3214,3214,42
3345,3345,42
4304,4304,42
3228,3228,42
2543,2543,42
7443,7443,42
7517,7517,42
7518,7518,42
7585,7585,42
7586,7586,42
7587,7587,42
7646,7646,42
7647,7647,42
7648,7648,42
7651,7651,42
7652,7652,42
7654,7654,42
7696,7696,42
7702,7702,42
7703,7703,42
7743,7743,42
7744,7744,42
7745,7745,42
7749,7749,42
7750,7750,42
7789,7789,42
7790,7790,42
7791,7791,42
7829,7829,42
7869,7869,42
7870,7870,42
7909,7909,42
7910,7910,42
7911,7911,42
7949,7949,42
7950,7950,42
7990,7990,42
3888,3888,42
737,737,42
3481,3481,42
3482,3482,42
835,835,42
2925,2925,42
7662,7662,42
1075,1075,42
599,599,42
148,148,42
1288,1288,42
1370,1370,42
1885,1885,42
4094,4094,42
1101,1101,42
6797,6797,42
2747,2747,42
1413,1413,42
1488,1488,42
1761,1761,42
2438,2438,42
2559,2559,42
2940,2940,42
3209,3209,42
3344,3344,42
3346,3346,42
4038,4038,42
3960,3960,42
3616,3616,42
3751,3751,42
668,668,42
3906,3906,42
5182,5182,42
3360,3360,42
4085,4085,42
146,146,42
320,320,42
373,373,42
435,435,42
1402,1402,42
1498,1498,42
1577,1577,42
1586,1586,42
1664,1664,42
1857,1857,42
1957,1957,42
2680,2680,42
2806,2806,42
3073,3073,42
3074,3074,42
3208,3208,42
3343,3343,42
5327,5327,42
5704,5704,42
5822,5822,42
5937,5937,42
6327,6327,42
5907,5907,42
4160,4160,42
1760,1760,42
3615,3615,42
3750,3750,42
4563,4563,42
5432,5432,42
940,940,42
5081,5081,41
7694,7694,41
7695,7695,41
7741,7741,41
7742,7742,41
7788,7788,41
7828,7828,41
7868,7868,41
4573,4573,41
738,738,41
4874,4874,41
2628,2628,41
115,115,41
282,282,41
327,327,41
374,374,41
375,375,41
378,378,41
1414,1414,41
2068,2068,41
2310,2310,41
