OID_,POINTID,GRID_CODE,latitude,longitude
4270,4270,75,41.655592640000002,-91.578663759999998
5548,5548,74,41.647343370000002,-91.577808809999993
3875,3875,74,41.657970910000003,-91.573103169999996
3605,3605,74,41.659653570000003,-91.575249729999996
3873,3873,74,41.658007359999999,-91.575298309999994
4140,4140,74,41.656361150000002,-91.575346890000006
5942,5942,74,41.644100829999999,-91.531793500000006
3870,3870,74,41.658061959999998,-91.578591009999997
3872,3872,74,41.658025570000000,-91.576395880000007
4262,4262,74,41.655737780000003,-91.587444009999999
4396,4396,74,41.654896569999998,-91.586370619999997
5549,5549,74,41.647325170000002,-91.576711419999995
4792,4792,74,41.652372860000000,-91.583150639999999
3998,3998,74,41.657347770000001,-91.585200610000001
4928,4928,74,41.651458910000002,-91.577687530000006
4664,4664,74,41.653141490000003,-91.579833980000004
1298,1298,74,41.675713510000001,-91.502280310000003
5426,5426,74,41.648202840000003,-91.579979359999996
5183,5183,74,41.649758069999997,-91.574443750000000
5422,5422,74,41.648275439999999,-91.584368979999994
5543,5543,74,41.647434199999999,-91.583295759999999
5547,5547,74,41.647361549999999,-91.578906200000006
4660,4660,74,41.653214100000000,-91.584223940000001
3226,3226,74,41.661701139999998,-91.549931349999994
5051,5051,73,41.650690339999997,-91.581004120000003
4275,4275,73,41.655501590000000,-91.573176119999999
3494,3494,73,41.660054940000002,-91.549980579999996
5298,5298,73,41.649116679999999,-91.585442229999998
3232,3232,73,41.661590220000001,-91.543345630000005
5048,5048,73,41.650744779999997,-91.584296460000004
5176,5176,73,41.649885380000001,-91.582125770000005
4534,4534,73,41.653946419999997,-91.578712249999995
2467,2467,72,41.666380310000001,-91.534415850000002
1299,1299,72,41.675694589999999,-91.501182470000003
4403,4403,72,41.654769530000003,-91.578688000000000
2468,2468,72,41.666361709999997,-91.533318149999999
2590,2590,72,41.665557219999997,-91.534440660000001
5179,5179,72,41.649830880000003,-91.578833470000006
4790,4790,72,41.652409120000002,-91.585345590000003
2343,2343,72,41.667203409999999,-91.534391040000003
2965,2965,72,41.663217889999999,-91.542198589999998
5173,5173,72,41.649939789999998,-91.585418070000003
2344,2344,72,41.667184800000001,-91.533293330000006
3512,3512,72,41.659721060000003,-91.530223960000001
3997,3997,72,41.657365890000001,-91.586298170000006
3231,3231,72,41.661608729999998,-91.544443250000000
2827,2827,72,41.664115019999997,-91.546564520000004
5658,5658,72,41.646665460000001,-91.586612079999995
4527,4527,72,41.654073459999999,-91.586394769999998
2591,2591,72,41.665538609999999,-91.533342970000007
3869,3869,72,41.658080140000003,-91.579688590000004
3471,3471,72,41.660476680000002,-91.575225430000003
3736,3736,72,41.658885069999997,-91.578566769999995
3741,3741,71,41.658794010000001,-91.573078850000002
4658,4658,71,41.653250350000000,-91.586418920000000
3604,3604,71,41.659671779999996,-91.576347319999996
4261,4261,71,41.655755880000001,-91.588541539999994
3994,3994,71,41.657420180000003,-91.589590849999993
3995,3995,71,41.657402099999999,-91.588493290000002
3996,3996,71,41.657384000000000,-91.587395729999997
3473,3473,71,41.660440219999998,-91.573030220000007
5542,5542,71,41.647452330000000,-91.584393149999997
3876,3876,71,41.657952659999999,-91.572005610000005
3993,3993,71,41.657438259999999,-91.590688420000006
3337,3337,71,41.661299780000000,-91.575201140000004
3607,3607,71,41.659617120000000,-91.573054540000001
3868,3868,71,41.658098310000000,-91.580786160000002
4258,4258,71,41.655810099999997,-91.591834140000003
3867,3867,71,41.658116470000003,-91.581883730000001
4259,4259,71,41.655792040000001,-91.590736609999993
5309,5309,71,41.648916730000003,-91.573370629999999
5541,5541,71,41.647470460000001,-91.585490550000003
4260,4260,71,41.655773959999998,-91.589639070000004
3603,3603,71,41.659689980000003,-91.577444920000005
3866,3866,71,41.658134619999998,-91.582981300000000
1376,1376,71,41.674890419999997,-91.502305530000001
3865,3865,71,41.658152749999999,-91.584078869999999
3225,3225,71,41.661719589999997,-91.551028979999998
4144,4144,71,41.656288199999999,-91.570956730000006
3359,3359,71,41.660896489999999,-91.551053569999993
5180,5180,71,41.649812689999997,-91.577736040000005
1458,1458,71,41.674067330000000,-91.502330749999999
2977,2977,70,41.662994789999999,-91.529026880000004
5432,5432,70,41.648093619999997,-91.573394940000000
2821,2821,70,41.664225760000001,-91.553150509999995
3099,3099,70,41.662394790000000,-91.542223300000003
4271,4271,70,41.655574450000003,-91.577566230000002
3776,3776,70,41.658149350000002,-91.534663910000006
1543,1543,70,41.673244250000003,-91.502355960000003
3111,3111,70,41.662171700000002,-91.529051749999994
1633,1633,70,41.672402249999998,-91.501283389999998
1544,1544,70,41.673225340000002,-91.501258160000006
3780,3780,69,41.658074859999999,-91.530273679999993
3365,3365,69,41.660785629999999,-91.544467929999996
1916,1916,69,41.669932990000000,-91.501359080000000
2128,2128,69,41.668286819999999,-91.501409530000004
4145,4145,69,41.656269940000001,-91.569859190000003
1720,1720,69,41.671579160000000,-91.501308620000003
1817,1817,69,41.670756079999997,-91.501333849999995
2958,2958,69,41.663347340000001,-91.549882130000000
3495,3495,69,41.660036480000002,-91.548882980000002
2826,2826,69,41.664133509999999,-91.547662189999997
2253,2253,69,41.667463730000001,-91.501434759999995
1915,1915,69,41.669951900000001,-91.502456820000006
4791,4791,69,41.652390990000001,-91.584248110000004
3091,3091,68,41.662542690000002,-91.551004379999995
4923,4923,68,41.651549750000001,-91.583174830000004
4796,4796,68,41.652300210000000,-91.578760740000007
5421,5421,68,41.648293570000000,-91.585466389999993
2014,2014,68,41.669128809999997,-91.502482040000004
4665,4665,68,41.653123319999999,-91.578736500000005
1297,1297,68,41.675732410000002,-91.503378159999997
5781,5781,68,41.645751679999996,-91.581149400000001
5050,5050,68,41.650708490000000,-91.582101570000006
4798,4798,68,41.652263820000002,-91.576565799999997
5941,5941,68,41.644119449999998,-91.532890820000006
5303,5303,68,41.649025950000002,-91.579955130000002
2252,2252,68,41.667482640000003,-91.502532459999998
5782,5782,68,41.645733509999999,-91.580052039999998
4667,4667,68,41.653086930000001,-91.576541520000006
3497,3497,68,41.659999530000000,-91.546687789999993
2619,2619,68,41.665013369999997,-91.502608100000003
5049,5049,68,41.650726640000002,-91.583199010000001
5783,5783,68,41.645715330000002,-91.578954679999995
5177,5177,68,41.649867229999998,-91.581028340000003
2694,2694,68,41.665067280000002,-91.554223620000002
4048,4048,68,41.656428669999997,-91.530323390000007
3493,3493,68,41.660073390000001,-91.551078169999997
4929,4929,68,41.651440710000003,-91.576590069999995
5000,5000,68,41.650122060000001,-91.498672119999995
5178,5178,68,41.649849060000001,-91.579930899999994
4272,4272,67,41.655556249999997,-91.576468700000007
5047,5047,67,41.650762899999997,-91.585393909999993
3233,3233,67,41.661571690000002,-91.542248009999994
5431,5431,67,41.648111849999999,-91.574492340000006
4536,4536,67,41.653910029999999,-91.576517249999995
3366,3366,67,41.660767120000003,-91.543370319999994
4961,4961,67,41.650852870000001,-91.541471729999998
5551,5551,67,41.647288740000000,-91.574516639999999
5669,5669,67,41.646465630000002,-91.574540940000006
3498,3498,67,41.659981039999998,-91.545590200000007
4789,4789,67,41.652427240000002,-91.586443070000001
4999,4999,66,41.650140989999997,-91.499769529999995
3602,3602,66,41.659708170000002,-91.578542519999999
5780,5780,66,41.645769829999999,-91.582246769999998
1296,1296,66,41.675751300000002,-91.504475999999997
2741,2741,66,41.664190280000000,-91.502633309999993
4395,4395,66,41.654914669999997,-91.587468139999999
4797,4797,66,41.652282020000001,-91.577663270000002
3877,3877,66,41.657934410000003,-91.570908040000006
5779,5779,66,41.645787980000001,-91.583344130000000
3864,3864,66,41.658170880000000,-91.585176450000006
5778,5778,66,41.645806110000002,-91.584441499999997
2973,2973,66,41.663069319999998,-91.533417439999994
2972,2972,66,41.663087930000003,-91.534515080000006
4404,4404,66,41.654751339999997,-91.577590490000006
5427,5427,66,41.648184659999998,-91.578881949999996
3631,3631,66,41.659176430000002,-91.546712439999993
5453,5453,66,41.647708410000000,-91.550349659999995
3496,3496,65,41.660018010000002,-91.547785390000001
4442,4442,65,41.654052450000002,-91.535885410000006
5126,5126,65,41.649298969999997,-91.498697370000002
2957,2957,65,41.663365790000000,-91.550979780000006
4535,4535,65,41.653928229999998,-91.577614749999995
5452,5452,65,41.647726859999999,-91.551447049999993
4405,4405,65,41.654733139999998,-91.576492979999998
3632,3632,65,41.659157940000000,-91.545614860000001
3628,3628,65,41.659231839999997,-91.550005189999993
4408,4408,65,41.654678480000001,-91.573200439999994
2706,2706,65,41.664845550000003,-91.541051490000001
4539,4539,65,41.653855370000002,-91.573224749999994
1295,1295,65,41.675770180000001,-91.505573850000005
3627,3627,65,41.659250290000003,-91.551102770000000
2959,2959,65,41.663328880000002,-91.548784479999995
5571,5571,65,41.646922189999998,-91.552569009999999
5055,5055,65,41.650617599999997,-91.576614340000006
1377,1377,64,41.674871510000003,-91.501207699999995
3634,3634,64,41.659120919999999,-91.543419709999995
5617,5617,64,41.646063370000000,-91.502090409999994
3224,3224,64,41.661738030000002,-91.552126599999994
3777,3777,64,41.658130739999997,-91.533566350000001
3367,3367,64,41.660748599999998,-91.542272720000000
3499,3499,64,41.659962530000001,-91.544492610000006
5127,5127,64,41.649280019999999,-91.497599969999996
2867,2867,64,41.663367190000002,-91.502658510000003
2379,2379,64,41.666526959999999,-91.494873839999997
4314,4314,64,41.654782480000001,-91.530373109999999
2822,2822,64,41.664207330000004,-91.552052849999995
5181,5181,64,41.649794499999999,-91.576638610000003
6280,6280,64,41.641426000000003,-91.519797949999997
3090,3090,64,41.662561130000000,-91.552102020000007
4670,4670,64,41.653032269999997,-91.573249070000003
6795,6795,64,41.636129470000000,-91.499101339999996
3742,3742,64,41.658775769999998,-91.571981269999995
3470,3470,64,41.660494890000002,-91.576323040000005
4666,4666,64,41.653105130000000,-91.577639009999999
3735,3735,64,41.658903250000002,-91.579664350000002
5826,5826,64,41.644923929999997,-91.531768670000005
5668,5668,63,41.646483850000003,-91.575638310000002
2831,2831,63,41.664040989999997,-91.542173880000007
6183,6183,63,41.642286560000002,-91.521967540000006
5570,5570,63,41.646940620000002,-91.553666390000004
3910,3910,63,41.657326249999997,-91.534688709999998
4801,4801,63,41.652209159999998,-91.573273380000003
4181,4181,63,41.655605569999999,-91.530348250000003
3113,3113,63,41.662134369999997,-91.526856499999994
5429,5429,63,41.648148280000001,-91.576687149999998
5497,5497,63,41.646886459999997,-91.502065200000004
6281,6281,63,41.641407250000000,-91.518700679999995
4922,4922,63,41.651567890000003,-91.584272290000001
3770,3770,63,41.658260769999998,-91.541249269999994
2823,2823,63,41.664188889999998,-91.550955180000003
3001,3001,63,41.662544099999998,-91.502683719999993
6080,6080,63,41.642865399999998,-91.507677709999996
3500,3500,63,41.659944019999998,-91.543395009999998
3914,3914,63,41.657251770000002,-91.530298540000004
2223,2223,63,41.668026500000003,-91.534366230000003
5304,5304,63,41.649007769999997,-91.578857709999994
6634,6634,63,41.637813510000001,-91.501245269999998
2224,2224,63,41.668007889999998,-91.533268500000005
1147,1147,63,41.677435220000000,-91.506621370000005
2713,2713,63,41.664715510000001,-91.533367790000000
3626,3626,63,41.659268730000001,-91.552200350000007
6551,6551,63,41.638655520000000,-91.502317270000006
3106,3106,62,41.662264829999998,-91.534539890000005
1148,1148,62,41.677416350000001,-91.505523490000002
2380,2380,62,41.666507979999999,-91.493776150000002
4932,4932,62,41.651386049999999,-91.573297699999998
3769,3769,62,41.658279299999997,-91.542346839999993
2712,2712,62,41.664734119999999,-91.534465460000007
5428,5428,62,41.648166480000000,-91.577784550000004
1459,1459,62,41.674048419999998,-91.501232930000000
1221,1221,62,41.676593269999998,-91.505548669999996
5459,5459,62,41.647597509999997,-91.543765350000001
3112,3112,62,41.662153040000000,-91.527954129999998
5458,5458,62,41.647616020000001,-91.544862730000006
1632,1632,62,41.672421159999999,-91.502381180000000
2956,2956,62,41.663384229999998,-91.552077429999997
6182,6182,62,41.642305270000001,-91.523064829999996
3234,3234,62,41.661553159999997,-91.541150389999999
2843,2843,62,41.663817889999997,-91.529002000000006
6197,6197,62,41.642023450000003,-91.506605570000005
1294,1294,62,41.675789049999999,-91.506671699999998
4011,4011,62,41.657111309999998,-91.570932389999996
5307,5307,62,41.648953179999999,-91.575565460000007
3107,3107,62,41.662246230000001,-91.533442260000001
5550,5550,62,41.647306960000002,-91.575614029999997
5963,5963,62,41.643707350000000,-91.508749879999996
3762,3762,62,41.658408739999999,-91.550029800000004
4046,4046,62,41.656465930000003,-91.532518449999998
3501,3501,62,41.659925500000000,-91.542297419999997
5297,5297,61,41.649134799999999,-91.586539650000006
6184,6184,61,41.642267830000002,-91.520870259999995
5374,5374,61,41.647709560000003,-91.502039990000000
5125,5125,61,41.649317900000000,-91.499794769999994
6550,6550,61,41.638674420000001,-91.503414489999997
5825,5825,61,41.644942550000003,-91.532865999999999
2584,2584,61,41.665668650000001,-91.541026770000002
4028,4028,61,41.656799430000000,-91.552274089999997
5430,5430,61,41.648130070000001,-91.575589750000006
4526,4526,61,41.654091559999998,-91.587492280000006
6279,6279,61,41.641444730000003,-91.520895229999994
4394,4394,61,41.654932770000002,-91.588565660000000
5540,5540,61,41.647488570000000,-91.586587940000001
3768,3768,61,41.658297820000001,-91.543444399999998
5128,5128,61,41.649261060000001,-91.496502570000004
5213,5213,61,41.649206669999998,-91.541521149999994
1375,1375,61,41.674909319999998,-91.503403359999993
5338,5338,61,41.648383570000000,-91.541545869999993
1816,1816,61,41.670774989999998,-91.502431610000002
2015,2015,61,41.669109900000002,-91.501384299999998
3556,3556,61,41.658890730000003,-91.481930869999999
3863,3863,61,41.658189000000000,-91.586274020000005
5457,5457,61,41.647634519999997,-91.545960120000004
5998,5998,61,41.644376690000001,-91.597657929999997
5886,5886,61,41.645127709999997,-91.593244499999997
2979,2979,61,41.662957460000001,-91.526831599999994
1078,1078,61,41.678258309999997,-91.506596200000004
4921,4921,61,41.651586010000003,-91.585369749999998
5964,5964,61,41.643688500000003,-91.507652570000005
5124,5124,61,41.649336830000003,-91.500892170000000
3765,3765,61,41.658353329999997,-91.546737089999993
2695,2695,61,41.665048859999999,-91.553125940000001
5460,5460,61,41.647578990000000,-91.542667960000003
6717,6717,61,41.636971500000001,-91.500173290000006
5087,5087,61,41.650029770000003,-91.541496440000003
1211,1211,61,41.676781509999998,-91.516527310000001
2461,2461,60,41.666491739999998,-91.541002039999995
3089,3089,60,41.662579559999998,-91.553199660000004
2127,2127,60,41.668305719999999,-91.502507249999994
5123,5123,60,41.649355739999997,-91.501989570000006
1222,1222,60,41.676574389999999,-91.504450809999994
3734,3734,60,41.658921419999999,-91.580761929999994
5456,5456,60,41.647653009999999,-91.547057499999994
3336,3336,60,41.661317990000001,-91.576298769999994
5573,5573,60,41.646885310000002,-91.550374259999998
5172,5172,60,41.649957909999998,-91.586515509999998
3469,3469,60,41.660513090000002,-91.577420649999993
6185,6185,60,41.642249100000001,-91.519772970000005
6111,6111,60,41.643607549999999,-91.600973929999995
2966,2966,60,41.663199360000000,-91.541100940000007
5455,5455,60,41.647671490000000,-91.548154890000006
5846,5846,60,41.644549290000000,-91.509822080000006
3896,3896,60,41.657585640000001,-91.550054399999993
6874,6874,60,41.635287429999998,-91.498029419999995
1457,1457,60,41.674086240000001,-91.503428560000003
5454,5454,60,41.647689960000001,-91.549252280000005
1010,1010,60,41.679100259999998,-91.507668940000002
4578,4578,60,41.653136279999998,-91.530422819999998
3223,3223,60,41.661756459999999,-91.553224229999998
1542,1542,60,41.673263149999997,-91.503453769999993
5773,5773,60,41.645896630000003,-91.589928330000006
5946,5946,60,41.644026230000001,-91.527404219999994
5129,5129,60,41.649242100000002,-91.495405169999998
4657,4657,60,41.653268449999999,-91.587516410000006
3202,3202,60,41.662141099999999,-91.576274490000003
5305,5305,60,41.648989589999999,-91.577760299999994
4997,4997,60,41.650178830000002,-91.501964360000002
4391,4391,60,41.654986989999998,-91.591858220000006
1210,1210,60,41.676800280000002,-91.517625179999996
5805,5805,60,41.645312830000002,-91.554812850000005
5249,5249,60,41.648532650000000,-91.502014779999996
3733,3733,60,41.658939580000002,-91.581859519999995
4393,4393,60,41.654950849999999,-91.589663180000002
4392,4392,60,41.654968930000003,-91.590760700000004
4866,4866,60,41.651001930000000,-91.501939149999998
2955,2955,60,41.663402660000003,-91.553175080000003
3373,3373,60,41.660637240000000,-91.535687100000004
5130,5130,60,41.649223120000002,-91.494307780000000
3732,3732,60,41.658957719999997,-91.582957109999995
6875,6875,60,41.635268480000001,-91.496932259999994
810,810,60,41.681588370000000,-91.508691429999999
6186,6186,60,41.642230349999998,-91.518675680000001
3731,3731,60,41.658975859999998,-91.584054690000002
6035,6035,60,41.643703420000001,-91.557056579999994
5572,5572,60,41.646903760000001,-91.551471640000003
6079,6079,60,41.642884260000002,-91.508775000000000
1223,1223,60,41.676555489999998,-91.503352949999993
5514,5514,60,41.646563510000000,-91.483410169999999
6150,6150,60,41.642898690000003,-91.558178409999996
3859,3859,60,41.658261369999998,-91.590664320000002
3905,3905,59,41.657419130000001,-91.540176439999996
3625,3625,59,41.659287159999998,-91.553297929999999
5634,5634,59,41.645740420000003,-91.483435619999995
875,875,59,41.680784119999998,-91.509814500000005
2381,2381,59,41.666488989999998,-91.492678459999993
4033,4033,59,41.656707130000001,-91.546786400000002
1139,1139,59,41.677585819999997,-91.515404390000000
3241,3241,59,41.661423130000003,-91.533467079999994
745,745,59,41.682373740000003,-91.506470370000002
3862,3862,59,41.658207109999999,-91.587371590000004
811,811,59,41.681569510000003,-91.507593490000005
1283,1283,59,41.675995940000000,-91.518748059999993
5919,5919,59,41.644526519999999,-91.557032070000005
876,876,59,41.680765280000003,-91.508716570000004
943,943,59,41.679923340000002,-91.507643790000003
4032,4032,59,41.656725610000002,-91.547883929999998
877,877,59,41.680746429999999,-91.507618640000004
1138,1138,59,41.677604600000002,-91.516502270000004
2832,2832,59,41.664022449999997,-91.541076219999994
3860,3860,59,41.658243290000001,-91.589566739999995
3861,3861,59,41.658225199999997,-91.588469169999996
2971,2971,59,41.663106530000000,-91.535612720000003
3635,3635,59,41.659102400000002,-91.542322130000002
4029,4029,59,41.656780990000001,-91.551176549999994
6034,6034,59,41.643721800000002,-91.558153910000001
3902,3902,59,41.657474720000003,-91.543469090000002
6961,6961,59,41.634426419999997,-91.495860379999996
5752,5752,59,41.644917329999998,-91.483461059999996
941,941,59,41.679961040000002,-91.509839630000002
6064,6064,59,41.643165770000003,-91.525234499999996
1224,1224,59,41.676536589999998,-91.502255090000006
1719,1719,59,41.671598070000002,-91.502406390000004
3288,3288,59,41.660536899999997,-91.481879930000005
5804,5804,59,41.645331229999996,-91.555910200000000
6063,6063,59,41.643184460000001,-91.526331799999994
6244,6244,59,41.642093959999997,-91.559300199999996
5727,5727,59,41.645391210000000,-91.510894300000004
4036,4036,59,41.656651619999998,-91.543493780000006
746,746,59,41.682354869999998,-91.505372410000007
3506,3506,59,41.659832729999998,-91.536809480000002
4735,4735,59,41.651825019999997,-91.501913930000001
3088,3088,58,41.662597980000001,-91.554297289999994
4277,4277,58,41.655465090000000,-91.570981070000002
3766,3766,58,41.658334840000002,-91.545639530000003
3779,3779,58,41.658093500000000,-91.531371230000005
2836,2836,58,41.663948210000001,-91.536685579999997
4034,4034,58,41.656688639999999,-91.545688859999998
1282,1282,58,41.676014690000002,-91.519845919999995
3767,3767,58,41.658316339999999,-91.544541960000004
5070,5070,58,41.650343380000002,-91.560152750000000
3235,3235,58,41.661534619999998,-91.540052770000003
3269,3269,58,41.660897929999997,-91.502734140000001
2320,2320,58,41.667683580000002,-91.562931739999996
4031,4031,58,41.656744080000003,-91.548981470000001
2954,2954,58,41.663421079999999,-91.554272740000002
5007,5007,58,41.649989210000001,-91.490990240000002
679,679,58,41.683177950000001,-91.505347229999998
4173,4173,58,41.655754369999997,-91.539128390000002
5552,5552,58,41.647270509999998,-91.573419250000001
5670,5670,58,41.646447410000000,-91.573443560000001
6149,6149,58,41.642917070000003,-91.559275720000002
2759,2759,58,41.663848330000000,-91.482875680000006
2761,2761,58,41.663810130000002,-91.480680399999997
3640,3640,58,41.659009630000000,-91.536834249999998
2760,2760,58,41.663829239999998,-91.481778039999995
2885,2885,58,41.663025249999997,-91.482901139999996
3019,3019,58,41.662202160000000,-91.482926599999999
1358,1358,58,41.675229059999999,-91.522066600000002
2838,2838,58,41.663911030000001,-91.534490270000006
5310,5310,58,41.648898490000001,-91.572273220000000
5947,5947,58,41.644007559999999,-91.526306899999994
2844,2844,58,41.663799230000002,-91.527904350000000
4030,4030,58,41.656762540000003,-91.550079010000005
5687,5687,58,41.646135930000000,-91.554788310000006
1914,1914,58,41.669970800000002,-91.503554570000006
3422,3422,58,41.659713810000000,-91.481905400000002
2839,2839,58,41.663892420000003,-91.533392620000001
1440,1440,58,41.674405970000002,-91.522091570000001
2837,2837,58,41.663929619999998,-91.535587930000005
1152,1152,58,41.677340770000001,-91.501131999999998
5237,5237,58,41.648758819999998,-91.515183480000005
5008,5008,58,41.649970199999998,-91.489892830000002
4276,4276,58,41.655483349999997,-91.572078599999998
3153,3153,58,41.661379080000003,-91.482952060000002
